moisture,temp,ts,SG,API_Gravity,Density
2606,30.1875,1726556224623,0.6363858363858363,90.84938603223333,636.3858363858363
2597,30.1875,1726556226718,0.6341880341880342,91.61994609164421,634.1880341880342
2870,30.1875,1726556228810,0.7008547008547008,70.39634146341464,700.8547008547008
1178,30.1875,1726556230909,0.28766788766788765,360.3866723259763,287.66788766788767
1535,30.1875,1726556232999,0.37484737484737485,245.98697068403908,374.84737484737485
1131,30.1875,1726556235089,0.2761904761904762,380.8275862068965,276.1904761904762
1328,30.1875,1726556237193,0.3242979242979243,304.82718373493975,324.29792429792434
1129,30.1875,1726556239290,0.2757020757020757,381.7351638618246,275.7020757020757
1146,30.25,1726556241381,0.27985347985347986,374.1217277486911,279.8534798534799
1136,30.1875,1726556243482,0.2774114774114774,378.5726232394366,277.41147741147745
1136,30.25,1726556245610,0.2774114774114774,378.5726232394366,277.41147741147745
1118,30.1875,1726556247716,0.273015873015873,386.78488372093034,273.015873015873
1124,30.1875,1726556249819,0.2744810744810745,384.01823843416366,274.48107448107453
1116,30.1875,1726556251937,0.2725274725274725,387.7137096774194,272.5274725274725
1120,30.1875,1726556254051,0.27350427350427353,385.859375,273.50427350427356
1121,30.1875,1726556256147,0.2737484737484738,385.3978590544157,273.74847374847377
1121,30.1875,1726556258255,0.2737484737484738,385.3978590544157,273.74847374847377
1138,30.1875,1726556260350,0.2778998778998779,377.6761862917399,277.89987789987794
1139,30.1875,1726556262474,0.27814407814407816,377.2291483757682,278.14407814407815
1138,30.1875,1726556264579,0.2778998778998779,377.6761862917399,277.89987789987794
1138,30.1875,1726556266701,0.2778998778998779,377.6761862917399,277.89987789987794
1136,30.25,1726556268806,0.2774114774114774,378.5726232394366,277.41147741147745
1168,30.25,1726556270895,0.2852258852258852,364.59803082191786,285.22588522588524
1197,30.1875,1726556273008,0.2923076923076923,352.57894736842104,292.3076923076923
1189,30.1875,1726556275107,0.2903540903540904,355.8359966358284,290.3540903540904
1299,30.25,1726556281683,0.3172161172161172,314.56812933025407,317.2161172161172
2686,30.1875,1726556282364,0.6559218559218559,84.22691734921816,655.9218559218559
2038,30.1875,1726556285719,0.4976800976800977,152.81918547595683,497.6800976800977
1305,30.1875,1726556286861,0.31868131868131866,312.51724137931035,318.68131868131866
1296,30.1875,1726556288962,0.31648351648351647,315.60069444444446,316.4835164835165
1396,30.25,1726556292097,0.3409035409035409,283.5734240687679,340.9035409035409
1407,30.25,1726556293214,0.3435897435897436,280.32835820895525,343.5897435897436
1391,30.1875,1726556295341,0.3396825396825397,285.06542056074767,339.6825396825397
1411,30.1875,1726556298637,0.34456654456654456,279.1608788093551,344.56654456654456
1479,30.1875,1726556299739,0.36117216117216117,260.2799188640974,361.17216117216117
1461,30.1875,1726556303124,0.3567765567765568,265.10677618069815,356.7765567765568
1456,30.1875,1726556304211,0.35555555555555557,266.46875,355.55555555555554
1475,30.1875,1726556306319,0.3601953601953602,261.3423728813559,360.1953601953602
1474,30.25,1726556308407,0.35995115995115995,261.60888738127545,359.9511599511599
1471,30.1875,1726556310502,0.3592185592185592,262.41060503059146,359.2185592185592
1498,30.1875,1726556312617,0.3658119658119658,255.3107476635514,365.81196581196576
1513,30.25,1726556314719,0.3694749694749695,251.47587574355583,369.4749694749695
1523,30.1875,1726556316814,0.37191697191697193,248.9612606697308,371.91697191697193
1535,30.1875,1726556318901,0.37484737484737485,245.98697068403908,374.84737484737485
1535,30.25,1726556320999,0.37484737484737485,245.98697068403908,374.84737484737485
1573,30.1875,1726556323109,0.38412698412698415,236.8677685950413,384.12698412698415
1553,30.1875,1726556325201,0.37924297924297923,241.6117192530586,379.24297924297923
1583,30.25,1726556327300,0.3865689865689866,234.5407454200884,386.5689865689866
1619,30.25,1726556329384,0.39536019536019534,226.4014823965411,395.36019536019535
1644,30.25,1726556331485,0.4014652014652015,220.9589416058394,401.46520146520146
1664,30.1875,1726556333575,0.40634920634920635,216.72265625,406.3492063492063
1663,30.1875,1726556335658,0.4061050061050061,216.9320505111245,406.1050061050061
1709,30.25,1726556337759,0.41733821733821735,207.55354008191927,417.33821733821736
1835,30.25,1726556340138,0.4481074481074481,184.27247956403266,448.10744810744814
1877,30.25,1726556342250,0.45836385836385835,177.20671283963776,458.36385836385836
1913,30.25,1726556344341,0.46715506715506716,171.39728175640357,467.1550671550672
2040,30.25,1726556346442,0.4981684981684982,152.5404411764706,498.16849816849816
2218,30.1875,1726556348536,0.5416361416361416,129.7454914337241,541.6361416361416
2262,30.1875,1726556350638,0.5523809523809524,124.66379310344826,552.3809523809524
2240,30.25,1726556354116,0.5470085470085471,127.1796875,547.0085470085471
2226,30.1875,1726556355206,0.5435897435897435,128.80660377358492,543.5897435897435
2006,30.1875,1726556357296,0.48986568986568985,157.3546859421735,489.86568986568983
1943,30.25,1726556359382,0.47448107448107446,166.7205352547607,474.4810744810745
1936,30.25,1726556361473,0.47277167277167276,167.79881198347107,472.77167277167274
1921,30.25,1726556363585,0.4691086691086691,170.13586673607495,469.1086691086691
1899,30.25,1726556365701,0.46373626373626375,173.63033175355451,463.73626373626377
1906,30.3125,1726556367804,0.46544566544566546,172.50970619097586,465.44566544566544
1894,30.25,1726556369893,0.46251526251526254,174.4358500527983,462.5152625152625
2078,30.25,1726556371995,0.5074481074481074,147.34624639076037,507.4481074481074
2116,30.25,1726556374109,0.5167277167277168,142.33861058601133,516.7277167277168
2614,30.25,1726556376234,0.6383394383394383,90.16889824024486,638.3394383394383
2757,30.25,1726556378319,0.6732600732600733,78.67138193688791,673.2600732600733
2898,30.25,1726556380404,0.7076923076923077,68.44565217391303,707.6923076923077
2911,30.25,1726556382496,0.7108669108669109,67.55273102026794,710.8669108669109
2901,30.25,1726556384598,0.7084249084249085,68.23888314374352,708.4249084249085
2899,30.25,1726556386711,0.707936507936508,68.37668161434976,707.936507936508
2891,30.25,1726556388848,0.705982905982906,68.92978208232444,705.982905982906
2897,30.25,1726556390946,0.7074481074481075,68.51467034863651,707.4481074481075
2896,30.25,1726556393050,0.7072039072039072,68.58373618784529,707.2039072039072
2896,30.25,1726556395135,0.7072039072039072,68.58373618784529,707.2039072039072
2885,30.25,1726556397224,0.7045177045177046,69.34662045060657,704.5177045177046
2896,30.25,1726556399305,0.7072039072039072,68.58373618784529,707.2039072039072
2894,30.25,1726556401388,0.7067155067155068,68.72201105736005,706.7155067155068
1166,30.25,1726556403469,0.2847374847374847,365.4489708404803,284.73748473748475
1410,30.25,1726556405558,0.3443223443223443,279.45212765957444,344.3223443223443
2896,30.25,1726556407641,0.7072039072039072,68.58373618784529,707.2039072039072
2884,30.25,1726556409724,0.7042735042735043,69.41626213592232,704.2735042735043
